index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
5704,Saab,9-5,2010,257000,Diesel,2.0,Ireland,No,5.0,4500
5705,Peugeot,208,2013,140547,Petrol,1.0,Ireland,UK,2.0,6950
5706,Volkswagen,T-Roc,2023,21000,Petrol,1.0,Ireland,No,1.0,31895
5707,Skoda,Fabia,2021,68000,Petrol,1.0,Ireland,No,3.0,14500
5708,Skoda,Octavia,2021,91713,Diesel,2.0,Ireland,Unknown,1.0,23950
5709,Nissan,Micra,2017,52759,Petrol,1.0,Ireland,No,2.0,13450
5710,BMW,4-Series,2018,211341,Diesel,2.0,Ireland,UK,2.0,24950
5711,Toyota,Verso,2010,168945,Diesel,2.0,Ireland,UK,2.0,5495
5712,Opel,Mokka,2017,162000,Diesel,1.6,Ireland,No,2.0,12500
5713,Nissan,Qashqai+2,2012,130000,Diesel,1.5,Ireland,No,3.0,7500
5714,Peugeot,5008,2013,179404,Diesel,1.6,Ireland,UK,3.0,6850
5715,SEAT,Ibiza,2013,175,Diesel,1.2,Ireland,No,4.0,1
5716,Volkswagen,Golf,2012,317000,Diesel,1.6,Ireland,No,3.0,4500
5717,Nissan,Note,2013,107563,Petrol,1.4,Ireland,No,3.0,6295
5718,Toyota,Vitz,2018,9972,Petrol,1.0,Ireland,Unknown country,1.0,12888
5719,Peugeot,5008,2015,139332,Diesel,1.6,Ireland,UK,1.0,10450
5720,BMW,i3,2019,21726,Electric,1.6,Ireland,Unknown,3.0,21450
5721,Opel,Astra,2012,170,Diesel,2.0,Ireland,No,3.0,7595
5722,Audi,A4,2017,160900,Diesel,2.0,Ireland,N. Ireland,1.0,23450
5723,Volkswagen,Taigo,2023,16500,Petrol,1.0,Ireland,No,2.0,28895
5724,Volvo,XC90,2012,126000,Diesel,2.4,United Kingdom,No,8.0,6844
5725,Lexus,IS,2007,226808,Diesel,2.2,Ireland,No,3.0,2600
5726,Ford,Focus,2012,284000,Diesel,1.6,Ireland,No,2.0,4950
5727,Hyundai,i20,2009,139983,Petrol,1.2,Ireland,UK,4.0,3100
5728,Volkswagen,Passat,2008,402250,Diesel,2.0,Northern Ireland,No,2.0,1650
5729,BMW,5-Series,2015,289620,Diesel,2.0,Ireland,No,3.0,13950
5730,BMW,X5,2020,58765,Petrol Plug-in Hybrid,3.0,Ireland,UK,2.0,69950
5731,Volkswagen,Golf,2014,174000,Petrol,1.2,Ireland,No,3.0,12500
5732,Kia,Sportage,2022,22317,Diesel,1.6,Ireland,No,1.0,34995
5733,SEAT,Ateca,2024,10,Diesel,2.0,Ireland,No,2.0,42950
5734,Honda,Fit,2016,100000,Hybrid,1.5,Ireland,Unknown country,1.0,10950
5735,Honda,Fit,2017,115319,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,13950
5736,Hyundai,Tucson,2021,34200,Diesel,1.6,Ireland,No,1.0,34995
5737,Dacia,Duster,2020,74000,Diesel,1.5,Ireland,No,2.0,17650
5738,Audi,A1,2011,98000,Petrol,1.4,Ireland,Unknown,1.0,9750
5739,Volkswagen,Golf,2008,265000,Diesel,1.9,Ireland,No,7.0,2750
5740,Audi,A6,2019,81999,Diesel,2.0,Ireland,UK,2.0,40900
5741,Ford,Focus,2012,236523,Diesel,1.6,Ireland,UK,1.0,5650
5742,Ford,Focus,2013,94931,Diesel,1.6,UK,No,2.0,10950
5744,Toyota,Auris,2015,225260,Diesel,1.4,Ireland,UK,2.0,11950
5745,Hyundai,i20,2014,94931,Petrol,1.2,Ireland,UK,2.0,6900
5746,Toyota,Yaris,2019,100093,Petrol,1.0,Ireland,No,1.0,14950
5747,BMW,5-Series,2021,99651,Diesel,2.0,Ireland,No,1.0,46995
5748,Toyota,Other,1991,214000,Petrol,2.5,Ireland,Unknown country,16.0,22500
5749,Jaguar,XE,2016,181817,Diesel,2.0,Ireland,No,5.0,12900
5750,BMW,3-Series,2012,254222,Diesel,2.0,Ireland,UK,2.0,5950
5751,BMW,3-Series,2008,199873,Diesel,2.0,Northern Ireland,No,4.0,6435
5752,Audi,A8,2007,444347,Diesel,3.0,Ireland,No,2.0,5000
5753,Toyota,Yaris,2020,55727,Hybrid,1.5,Ireland,No,2.0,19950
5754,Peugeot,307,2008,240010,Petrol,1.6,Ireland,No,2.0,1300
5755,Toyota,Corolla,2008,264000,Petrol,1.4,Ireland,No,10.0,2500
5756,Audi,A5,2008,268963,Diesel,2.7,Ireland,No,22.0,4000
5757,Kia,Ceed,2023,6000,Diesel Hybrid,1.6,Ireland,No,1.0,33250
5758,BMW,3-Series,2017,135332,Diesel,2.0,Ireland,No,3.0,20995
5759,Nissan,Micra,2014,196100,Petrol,1.2,Ireland,No,2.0,5950
5760,Toyota,Yaris,2012,133000,Petrol,1.3,Ireland,No,2.0,7750
5761,Skoda,SCALA,2020,67520,Petrol,1.0,Ireland,No,2.0,18250
5763,Ford,Puma,2020,62751,Petrol,1.0,Ireland,No,1.0,23950
5764,Ford,Fiesta,2010,189000,Diesel,1.4,Ireland,No,3.0,4500
5765,Mini,Cooper,2012,133547,Diesel,2.0,Ireland,UK,1.0,8750
5766,Jaguar,I-PACE,2019,60815,Electric,1.6,Ireland,UK,1.0,39995
5767,Opel,Mokka,2022,26095,Electric,1.6,Ireland,UK,2.0,23950
5768,Ford,Mondeo,2015,208366,Diesel,2.0,Ireland,UK,2.0,10495
5769,Skoda,Yeti,2016,167552,Diesel,2.0,Ireland,No,2.0,14950
5771,Mercedes-Benz,GLE-Class,2017,238132,Diesel,2.1,Ireland,No,2.0,31500
5772,Toyota,RAV4,2019,70009,Hybrid,2.5,Ireland,No,1.0,34495
5773,Audi,A3,2016,134256,Diesel,1.6,Ireland,No,2.0,19850
5774,Mini,Other,2024,10,Petrol,2.0,Ireland,No,2.0,43900
5775,Toyota,RAV4,2019,47013,Petrol Hybrid,2.5,Ireland,No,1.0,33890
5776,Volkswagen,Golf,2012,265485,Diesel,1.6,Ireland,UK,1.0,6950
5777,Toyota,Corolla,2022,35000,Petrol Hybrid,1.8,Ireland,No,1.0,31950
5778,Mazda,CX-5,2019,208,Petrol,2.0,Ireland,No,1.0,17950
5779,BMW,X1,2016,174000,Diesel,2.0,Ireland,No,3.0,14950
5780,Peugeot,207,2011,175827,Diesel,1.4,Ireland,UK,2.0,3250
5781,Hyundai,KONA,2023,0,Petrol,1.0,Ireland,No,1.0,33995
5782,BMW,3-Series,2016,192000,Petrol Plug-in Hybrid,2.0,Ireland,UK,3.0,16500
5783,Alfa Romeo,Mito,2009,127111,Petrol,1.4,Ireland,N. Ireland,4.0,3500
5784,Kia,Ceed,2012,161000,Diesel,1.6,Ireland,UK,1.0,4995
5785,BMW,5-Series,2018,128720,Diesel,2.0,Ireland,N. Ireland,1.0,34950
5786,Volkswagen,Golf,2020,70020,Diesel,2.0,United Kingdom,No,1.0,25500
5787,Volkswagen,ID.5,2022,14000,Electric,1.6,Ireland,No,1.0,45950
5788,Nissan,Qashqai,2016,91713,Petrol,1.2,Ireland,N. Ireland,1.0,12495
5789,Audi,A4,2017,188253,Diesel,2.0,Ireland,No,3.0,18950
5790,BYD,ATTO 3,2024,0,Electric,1.6,Ireland,Unknown,0.0,123
5791,Honda,Fit,2016,72000,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,10950
5792,Kia,Ceed,2011,241416,Diesel,1.6,Ireland,UK,2.0,4300
5793,Volkswagen,Golf,2015,103075,Petrol,2.0,Ireland,No,5.0,19000
5794,Skoda,KAMIQ,2020,156000,Diesel,1.6,Ireland,No,1.0,17500
5795,Suzuki,Vitara,2021,46500,Petrol,1.4,Ireland,No,2.0,22950
5797,Renault,Captur,2018,74900,Petrol,1.0,Ireland,No,2.0,14950
5798,Nissan,Pulsar,2016,122568,Diesel,1.5,Ireland,No,5.0,7950
5799,BMW,5-Series,2020,37000,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,44900
5800,Skoda,Octavia,2019,62247,Diesel,1.6,Ireland,No,2.0,20900
5801,Land Rover,Range Rover Velar,2018,78123,Diesel,2.0,Ireland,No,2.0,48950
5802,Peugeot,207,2008,114033,Petrol,1.6,Ireland,No,7.0,3995
5803,Audi,e-tron,2020,39586,Electric,1.6,Ireland,UK,2.0,35950
5804,Peugeot,3008,2017,96540,Diesel,1.6,Ireland,N. Ireland,1.0,21995
5805,Mercedes-Benz,GLA-Class,2022,38000,Petrol Plug-in Hybrid,1.3,Ireland,No,1.0,50950
5806,Volkswagen,Polo,2017,80611,Petrol,1.2,Ireland,Unknown,1.0,14450
5807,Hyundai,i10,2021,60568,Petrol,1.0,Ireland,No,2.0,13950
5808,Toyota,C-HR,2022,23700,Petrol Hybrid,1.8,Ireland,No,1.0,30000
5809,Ford,Fiesta,2016,62,Petrol,1.0,Ireland,No,2.0,11795
5810,Toyota,RAV4,2020,84519,Hybrid,2.5,Ireland,No,1.0,34950
5811,Mazda,Demio,2015,68000,Diesel,1.5,Ireland,Unknown,1.0,11950
5812,Kia,Picanto,2018,71214,Petrol,1.0,Ireland,No,4.0,9750
5813,Toyota,C-HR,2020,50078,Petrol Hybrid,1.8,Ireland,No,3.0,26900
5814,Mazda,CX-3,2017,105600,Diesel,1.5,Ireland,No,1.0,16900
5815,Toyota,Verso,2016,151000,Diesel,1.6,Ireland,N. Ireland,2.0,13000
5816,Skoda,Kodiaq,2021,36493,Petrol,1.5,Ireland,No,1.0,37950
5817,Toyota,Corolla,2023,30065,Petrol Hybrid,1.8,Ireland,No,1.0,31975
5818,Audi,A5,2012,209170,Diesel,3.0,Ireland,UK,3.0,6950
5819,Peugeot,308,2017,78000,Petrol,1.2,Ireland,No,1.0,14450
5820,Citroen,Grand C4 Picasso,2017,168079,Diesel,1.6,Ireland,No,2.0,13950
5821,Toyota,Celica,2001,141592,Petrol,1.8,United Kingdom,No,1.0,1950
5822,Skoda,Superb,2022,61000,Diesel,2.0,Ireland,No,2.0,42950
5823,Kia,Niro,2020,29000,Petrol Plug-in Hybrid,1.6,Ireland,No,1.0,26990
5824,Peugeot,3008,2019,88685,Diesel,1.5,Ireland,Unknown,2.0,22950
5825,Peugeot,208,2013,94521,Petrol,1.0,Ireland,N. Ireland,2.0,4650
5826,Ford,Kuga,2019,82000,Diesel,1.5,Ireland,No,1.0,23950
5827,Volkswagen,Polo,2016,22145,Petrol,1.2,Other,No,1.0,14995
5830,Volkswagen,Passat,2020,87948,Diesel,2.0,Ireland,No,1.0,25995
5831,Skoda,Kodiaq,2017,157682,Diesel,2.0,Northern Ireland,No,2.0,0
5832,Audi,Q5,2021,54252,Petrol Plug-in Hybrid,2.0,Ireland,No,2.0,47900
5833,Toyota,Prius,2013,176990,Petrol Hybrid,1.8,Ireland,Unknown country,1.0,7999
5834,Hyundai,KONA,2022,20000,Electric,1.6,United Kingdom,No,1.0,34950
5835,Honda,Fit,2016,99758,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,12490
5836,Audi,Q3,2017,217215,Diesel,2.0,Ireland,No,2.0,19999
5837,Ford,Focus,2016,188000,Diesel,1.5,Ireland,No,3.0,12500
5838,Renault,Arkana,2022,36000,Petrol,1.3,Ireland,No,2.0,32995
5839,BMW,3-Series,2019,94931,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,30950
5840,Hyundai,KONA,2020,46800,Petrol,1.0,Ireland,No,1.0,23500
5841,Nissan,Juke,2014,90104,Diesel,1.5,Ireland,UK,3.0,8999
5843,Toyota,RAV4,2008,381333,Diesel,2.2,Ireland,N. Ireland,7.0,3950
5844,Suzuki,Swift,2014,111021,Petrol,1.2,Ireland,Unknown,2.0,9995
5845,Nissan,Leaf,2018,62663,Electric,1.6,Ireland,No,1.0,14450
5846,Toyota,Yaris,2022,39000,Petrol Hybrid,1.5,Ireland,No,1.0,20950
5847,Hyundai,i40,2012,217215,Diesel,1.7,Ireland,UK,1.0,4750
5848,BMW,3-Series,2016,176789,Diesel,2.0,United Kingdom,No,2.0,11109
5849,Nissan,Note,2009,225500,Petrol,1.5,Ireland,Unknown country,3.0,4250
5850,Vauxhall,Astra,2013,140000,Diesel,2.0,Ireland,UK,2.0,5950
5851,Audi,Q3,2017,40225,Petrol,1.4,Other,No,1.0,25900
5852,Ford,Grand C-MAX,2016,188000,Diesel,1.5,Ireland,UK,1.0,11800
5853,Isuzu,Rodeo,2007,201102,Diesel,2.5,Ireland,N. Ireland,5.0,4000
5854,Volkswagen,Golf,2019,26014,Petrol,1.2,Ireland,No,2.0,22950
5855,Toyota,Yaris,2010,85600,Petrol,1.6,Ireland,No,3.0,6450
5856,Opel,Grandland X,2020,60889,Diesel,1.5,Ireland,No,2.0,24995
5857,Audi,A3,2013,83668,Petrol,1.4,Ireland,No,2.0,11495
5858,Nissan,X-Trail,2017,191471,Diesel,1.6,Ireland,No,3.0,14950
5859,Ford,Grand C-MAX,2019,110760,Diesel,1.5,Ireland,No,1.0,20980
5860,Citroen,C4 Cactus,2015,197000,Diesel,1.6,Ireland,No,3.0,7000
5861,Opel,Crossland X,2021,51250,Petrol,1.2,Ireland,No,2.0,19995
5862,BMW,1-Series,2015,88173,Petrol,1.6,Ireland,No,1.0,16899
5863,Fiat,500,2019,31993,Petrol,1.2,Ireland,No,2.0,15995
5864,BYD,ATTO 3,2023,10,Electric,1.6,Ireland,No,1.0,123
5865,SEAT,Arona,2021,97422,Petrol,1.0,Ireland,No,2.0,17900
5866,Land Rover,Range Rover Evoque,2018,91000,Diesel,2.0,Ireland,UK,2.0,27750
5867,Mercedes-Benz,C-Class,2016,249395,Diesel,2.1,Ireland,UK,1.0,19750
5868,Toyota,Auris,2014,204000,Petrol Hybrid,1.8,Ireland,UK,2.0,9500
5869,Toyota,Yaris,2008,208238,Petrol,1.0,Ireland,Unknown,6.0,3750
5870,Toyota,Corolla,2004,300883,Petrol,1.6,Ireland,No,2.0,1250
5871,Volkswagen,Golf,2017,52795,Petrol,2.0,Ireland,No,2.0,25950
5872,Honda,Fit,2011,238000,Petrol Hybrid,1.3,Ireland,Unknown country,3.0,6200
5873,Opel,Combo,2006,265,Diesel,1.2,Ireland,No,3.0,500
5874,Volkswagen,Caddy,2016,280128,Diesel,2.0,Ireland,UK,1.0,17999
5875,Volkswagen,Golf,2017,65322,Petrol,1.2,Ireland,No,2.0,17450
5876,Mercedes-Benz,CLA-Class,2022,56500,Diesel,2.0,Ireland,No,1.0,42950
5877,SEAT,Ibiza,2021,24700,Petrol,1.0,Ireland,No,1.0,21950
5878,Ford,Fiesta,2014,37000,Petrol,1.0,Other,No,1.0,11950
5879,Mercedes-Benz,CLA-Class,2015,56000,Petrol,1.6,Ireland,No,2.0,19950
5881,Skoda,Karoq,2019,42000,Petrol,1.0,Ireland,No,1.0,24950
5882,Peugeot,308,2016,50001,Petrol,1.2,Ireland,No,1.0,15950
5883,Volkswagen,T-Roc,2024,75,Petrol,1.0,Ireland,No,2.0,36895
5884,Renault,Clio,2014,189000,Petrol,1.1,Ireland,No,4.0,5500
5886,Ford,Kuga,2019,121053,Diesel,1.5,Ireland,No,2.0,22950
5887,Volkswagen,Golf,2018,129992,Diesel,2.0,Ireland,UK,1.0,24950
5888,Mercedes-Benz,E-Class,2019,99983,Diesel,2.0,Ireland,UK,1.0,38990
5890,Other,Other,2021,0,Electric,1.6,Ireland,Unknown,0.0,123
5891,Peugeot,2008,2023,12759,Petrol,1.2,Ireland,No,1.0,29950
5892,BMW,5-Series,2011,307319,Diesel,2.0,Ireland,UK,2.0,8500
5893,Peugeot,5008,2016,175004,Diesel,1.6,Ireland,No,2.0,9990
5894,Opel,Astra,2019,140000,Petrol,1.4,Ireland,No,1.0,15995
5895,Dacia,Duster,2019,71000,Diesel,1.5,Ireland,No,2.0,18900
5896,Renault,Captur,2020,14459,Petrol,0.9,Ireland,No,2.0,18500
5897,Land Rover,Range Rover Evoque,2017,125502,Diesel,2.0,Ireland,UK,1.0,23950
5898,Dacia,Duster,2023,7632,Diesel,1.5,Ireland,No,1.0,27990
5899,Volkswagen,Golf,2015,116524,Petrol Hybrid,1.2,Ireland,No,2.0,14450
5900,Land Rover,Range Rover Sport,2017,136925,Diesel,3.0,Ireland,Unknown,2.0,42500
5901,Volkswagen,Golf,2024,100,Petrol,1.5,Ireland,No,2.0,38950
5902,Renault,Clio,2006,151173,Petrol,1.1,Ireland,No,5.0,1750
5903,Volvo,C30,2009,155000,Ethanol Petrol,1.8,Ireland,No,5.0,3600
5904,Ford,Focus,2014,186966,Diesel,1.6,Ireland,No,3.0,8950
5905,Mazda,CX-60,2024,2,Hybrid,2.5,Ireland,No,2.0,65380
5906,Renault,Megane,2009,160000,Diesel,1.5,Ireland,No,4.0,1450
5907,Volkswagen,T-CROSS,2024,21,Petrol,1.0,Ireland,No,1.0,32950
5908,Citroen,C4 Picasso,2008,214000,Diesel,1.6,Ireland,UK,3.0,2300
5909,Audi,Q5,2020,102976,Petrol Plug-in Hybrid,2.0,Ireland,No,2.0,44950
5910,Renault,Captur,2020,17427,Petrol,1.0,Ireland,No,2.0,22495
5911,Cupra,BORN,2023,10,Electric,1.6,Ireland,No,1.0,34450
5912,Mazda,3,2014,213997,Diesel,2.2,Ireland,No,3.0,4995
5913,Peugeot,206,2005,118000,Petrol,1.1,Ireland,No,2.0,1000
5914,Nissan,Note,2019,64000,Petrol,1.2,Ireland,Unknown,1.0,14999
5915,Kia,Sportage,2018,113537,Diesel,1.7,Ireland,Unknown country,3.0,17950
5916,Renault,Captur,2015,170000,Diesel,1.5,Ireland,No,2.0,9500
5917,Skoda,Octavia,2017,124411,Diesel,1.6,Ireland,No,1.0,14900
5918,Skoda,Octavia,2021,42000,Diesel,2.0,Ireland,No,1.0,28995
5919,Kia,Ceed,2016,180000,Diesel,1.6,Ireland,No,2.0,11950
5920,Renault,Kadjar,2017,170000,Diesel,1.5,Ireland,No,3.0,15750
5921,Hyundai,Tucson,2018,128076,Diesel,1.7,Ireland,UK,1.0,17000
5922,BMW,5-Series,2010,197907,Diesel,2.0,Ireland,No,5.0,5950
5923,Mercedes-Benz,A-Class,2019,34700,Petrol,1.3,Ireland,No,1.0,27900
5924,Volkswagen,Tiguan,2021,84139,Diesel,2.0,Ireland,No,1.0,34950
5925,Hyundai,i30,2016,137458,Diesel,1.6,Ireland,UK,1.0,12995
5926,Volkswagen,T-Roc,2023,25000,Petrol,1.5,Ireland,No,1.0,39995
5927,Other,Other,2018,42651,Diesel,1.6,United Kingdom,No,1.0,29000
5928,Skoda,Rapid,2016,123000,Petrol,1.2,Ireland,No,2.0,10950
5929,Nissan,Juke,2020,59364,Petrol,1.0,Ireland,No,1.0,19900
5930,Ford,Focus,2015,132517,Diesel,1.5,United Kingdom,No,4.0,5440
5931,Renault,Kadjar,2017,125054,Diesel,1.5,Ireland,No,3.0,17950
5932,Audi,A3,2022,43443,Petrol Plug-in Hybrid,1.4,United Kingdom,No,1.0,36900
5934,Ford,Mondeo,2016,227025,Diesel,1.5,Ireland,UK,1.0,9250
5935,Ford,Focus,2015,113261,Diesel,1.6,Ireland,No,1.0,11900
5936,Hyundai,i30,2011,304098,Diesel,1.6,Ireland,UK,2.0,3000
5937,Skoda,Kodiaq,2023,32869,Diesel,2.0,Ireland,No,1.0,46995
5938,Renault,Kadjar,2020,42000,Diesel,1.5,Ireland,No,1.0,24950
5939,Peugeot,508,2017,189651,Diesel,1.6,Ireland,No,2.0,10995
5940,Audi,Q3,2016,62751,Petrol,1.4,Ireland,No,1.0,22900
5941,BMW,5-Series,2013,232174,Diesel,2.0,Ireland,No,3.0,11450
5942,SEAT,Arona,2019,125000,Diesel,1.6,Ireland,No,1.0,14950
5943,Suzuki,Swift,2012,157000,Petrol,1.2,Ireland,Unknown country,1.0,6400
5944,Volkswagen,Golf,2022,49800,Diesel,2.0,Ireland,No,1.0,33995
5946,BMW,1-Series,2014,84000,Petrol,1.6,Ireland,Unknown,1.0,14495
5947,Volkswagen,Polo,2016,120763,Petrol,1.0,Ireland,No,3.0,10950
5948,Peugeot,Partner,2017,159000,Diesel,1.6,Ireland,No,0.0,17999
5949,Kia,Sportage,2021,87234,Hybrid,1.6,Ireland,No,1.0,31900
5950,Ford,Transit,2020,195551,Diesel,1.5,Ireland,No,1.0,14950
5951,Suzuki,Swift,2013,144000,Petrol,1.2,Ireland,No,2.0,6995
5952,Volkswagen,ID.4,2022,55000,Electric,1.6,Ireland,No,1.0,34950
5953,Opel,Insignia,2018,151000,Diesel,1.6,Ireland,No,3.0,15950
5954,Mazda,6,2014,338250,Diesel,2.2,Ireland,UK,2.0,6900
5955,Toyota,Aqua,2016,186000,Petrol Hybrid,1.5,Ireland,Unknown country,2.0,7800
5956,Opel,Mokka,2024,0,Petrol,1.2,Ireland,No,2.0,33845
5957,Renault,Clio,2013,138000,Petrol,1.1,Ireland,No,5.0,6000
5958,Audi,A1,2014,112000,Petrol,1.4,Ireland,Unknown,1.0,12950
5959,Land Rover,Discovery,2022,45562,Diesel,3.0,Ireland,No,2.0,50365
5960,Volkswagen,Golf,2016,183759,Diesel,1.6,Ireland,No,3.0,11500
5961,Hyundai,i40,2018,189862,Diesel,1.7,Ireland,No,2.0,13750
5962,Nissan,X-Trail,2016,199516,Diesel,1.6,Ireland,UK,3.0,9500
5963,Volkswagen,Golf,2014,91713,Petrol,1.2,Ireland,Unknown country,1.0,12950
5964,Nissan,Note,2019,27787,Hybrid,1.2,Ireland,No,2.0,15950
5965,Volkswagen,T-Roc,2022,48533,Petrol,1.5,Ireland,No,1.0,38995
5966,Land Rover,Defender,2021,54000,Diesel,3.0,Ireland,No,2.0,58500
5967,Nissan,Micra,2020,25586,Petrol,1.0,Ireland,No,1.0,20995
5968,Ford,Kuga,2020,73000,Diesel,1.5,Ireland,No,1.0,31495
5969,Mini,Cooper,2021,52856,Petrol,1.5,Northern Ireland,No,1.0,15561
5970,Mazda,CX-5,2024,3,Diesel,2.2,Ireland,No,2.0,60470
5971,Nissan,X-Trail,2017,168197,Diesel,1.6,Ireland,No,1.0,19000
5972,Renault,Clio,2011,130000,Petrol,1.1,Ireland,No,7.0,3450
5973,BMW,5-Series,2015,249395,Diesel,2.0,Ireland,No,2.0,17995
5974,Volkswagen,Passat,2008,291229,Diesel,2.0,Ireland,UK,5.0,3250
5975,Ford,Focus,2004,197907,Petrol,2.0,Ireland,UK,5.0,6300
5976,Skoda,Superb,2012,199000,Diesel,1.6,Ireland,No,3.0,5500
5977,Volkswagen,Tiguan,2012,217215,Diesel,2.0,Ireland,UK,1.0,9750
5978,Nissan,X-Trail,2015,99758,Diesel,1.6,Ireland,UK,1.0,15950
5979,Audi,A3,2012,100503,Petrol,1.4,Ireland,Unknown country,1.0,10449
5981,Volkswagen,Tiguan,2017,193080,Diesel,2.0,Ireland,UK,2.0,30000
5982,Jaguar,F-Pace,2020,65304,Diesel,2.0,Ireland,No,1.0,46900
5983,SEAT,Ateca,2019,124424,Diesel,1.6,Ireland,No,2.0,23950
5985,Nissan,Qashqai,2019,92495,Diesel,1.5,Ireland,No,1.0,24900
5986,Audi,A3,2017,91439,Petrol Plug-in Hybrid,1.4,Ireland,UK,2.0,22995
5987,Audi,A4,2022,41072,Diesel,2.0,Ireland,No,1.0,42175
5988,BMW,3-Series,2022,34707,Petrol Plug-in Hybrid,2.0,United Kingdom,No,2.0,49900
5989,Audi,A4,2021,48000,Diesel,2.0,Ireland,UK,2.0,44995
5990,Audi,A6,2018,69000,Diesel,2.0,Ireland,UK,1.0,37950
5991,Mitsubishi,Outlander,2016,112630,Diesel,2.3,Ireland,UK,1.0,18500
5992,Ford,Fiesta,2012,152855,Petrol,1.2,Ireland,UK,2.0,6750
5993,Volkswagen,Tiguan Allspace,2021,113800,Diesel,2.0,Ireland,No,1.0,41995
5994,Toyota,Avensis,2018,90336,Diesel,1.6,Ireland,No,2.0,17990
5995,Land Rover,Discovery Sport,2020,77232,Hybrid,1.5,Northern Ireland,No,1.0,40750
5996,Ford,Galaxy,2011,300000,Diesel,1.6,Ireland,No,2.0,3750
5997,Hyundai,i10,2010,163632,Petrol,1.2,Ireland,No,3.0,5450
5998,Nissan,Leaf,2020,17361,Electric,1.6,Ireland,UK,1.0,16950
5999,Volvo,XC90,2020,87926,Petrol Plug-in Hybrid,2.0,Ireland,UK,2.0,65950
6000,Peugeot,3008,2019,178599,Diesel,1.5,UK,No,1.0,25950
6001,SEAT,Ibiza,2008,265234,Petrol,1.2,Ireland,No,6.0,1950
6002,Renault,Laguna,2008,219000,Diesel,1.5,Ireland,No,3.0,2950
6003,Land Rover,Range Rover Sport,2021,52813,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,75950
6004,Honda,Fit,2005,241,Petrol,1.3,Ireland,Unknown country,6.0,1599
6005,Ford,Fiesta,2013,212388,Diesel,1.5,United Kingdom,No,3.0,4154
6006,Renault,Grand Scenic,2014,198009,Diesel,1.5,Ireland,No,2.0,7900
6007,Audi,A3,2008,273530,Diesel,1.9,Ireland,Unknown country,2.0,2950
6008,BMW,3-Series,2022,101233,Diesel,2.0,Ireland,No,1.0,39995
6009,Jeep,Avenger,2023,0,Electric,1.6,Ireland,No,2.0,43495
6010,Dacia,Duster,2020,38086,Diesel,1.5,Ireland,No,1.0,20500
6011,Skoda,Octavia,2018,128720,Diesel,2.0,Ireland,No,2.0,25950
6012,Nissan,Qashqai,2014,279717,Diesel,1.6,Ireland,UK,1.0,6850
6013,Nissan,Qashqai,2010,219,Petrol,1.6,Ireland,No,7.0,3200
6014,Audi,A5,2011,144810,Petrol,1.8,Northern Ireland,No,7.0,6850
6016,Audi,Q5,2014,156870,Diesel,2.0,Ireland,No,4.0,18950
6017,SEAT,Ibiza,2014,105800,Petrol,1.4,Ireland,No,5.0,10000
6018,BMW,1-Series,2021,44750,Diesel,1.5,Ireland,No,2.0,32450
6019,Audi,A3,2013,62673,Petrol,1.4,Ireland,Unknown country,1.0,12949
6020,Dacia,Duster,2016,90939,Diesel,1.5,Ireland,No,1.0,11400
6021,Volkswagen,Up!,2013,83668,Petrol,1.0,Ireland,Unknown country,2.0,5999
6022,Hyundai,ix35,2015,209170,Diesel,1.7,Ireland,N. Ireland,5.0,9450
6023,Hyundai,Getz,2006,180208,Petrol,1.1,Ireland,No,5.0,850
6024,Renault,Captur,2018,51488,Petrol,1.0,Ireland,Unknown,1.0,14950
6025,Volkswagen,Golf,2014,111866,Petrol,1.2,Ireland,Unknown,1.0,12999
6026,Skoda,Superb,2020,54500,Diesel,2.0,Ireland,No,1.0,29950
6027,Volkswagen,Polo,2011,197554,Diesel,1.2,Ireland,No,4.0,4000
6028,Skoda,Fabia,2020,74355,Petrol,1.0,Ireland,No,2.0,17000
6029,BMW,3-Series,2019,134258,Diesel,2.0,Ireland,UK,2.0,31950
6030,Honda,Fit,2018,107803,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,13890
6031,Volkswagen,T-Roc,2018,128544,Diesel,1.6,Ireland,No,3.0,19900
6032,Land Rover,Discovery,2020,60338,Diesel,3.0,Ireland,No,1.0,40650
6033,Volkswagen,Caddy,2008,154464,Diesel,1.9,Ireland,UK,2.0,2500
6034,Mercedes-Benz,C-Class,2018,30618,Petrol,1.6,Ireland,No,2.0,29950
6035,Opel,Astra,2016,190213,Diesel,1.6,Ireland,No,2.0,8700
6036,Honda,Fit,2013,152583,Petrol Hybrid,1.5,Ireland,Unknown country,2.0,9750
6037,Volkswagen,ID.3,2021,87171,Electric,1.6,Ireland,No,2.0,29900
6038,Skoda,KAMIQ,2021,31264,Petrol,1.0,Ireland,No,2.0,22900
6039,BMW,4-Series,2017,105695,Diesel,2.0,Ireland,UK,2.0,26000
6041,Ford,Kuga,2009,348448,Diesel,2.0,Ireland,No,7.0,2950
